"ensembl_gene_id","gene_name_WU","Gene.start..bp.","Gene.end..bp.","Length"
"ENSG00000213639","PPP1CB",28751640,28802940,51300
"ENSG00000213648","SULT1A4",29459889,29464976,5087
"ENSG00000213654","GPSM3",32190766,32195523,4757
"ENSG00000213658","LAT",28984826,28990783,5957
"ENSG00000213672","NCKIPSD",48673844,48686364,12520
"ENSG00000213676","ATF6B",32115264,32128253,12989
"ENSG00000213694","S1PR3",88990863,89005155,14292
"ENSG00000213699","C2orf18",26764284,26781231,16947
"ENSG00000213719","CLIC1",31730581,31739763,9182
"ENSG00000213741","RPS29",49570984,49599164,28180
"ENSG00000213759","UGT2B11",69199951,69214731,14780
"ENSG00000213760","ATP6V1G2",31544462,31548427,3965
"ENSG00000213782","DDX47",12813316,12829981,16665
"ENSG00000213799","ZNF845",53333746,53356906,23160
"ENSG00000213809","KLRK1",10372353,10391874,19521
"ENSG00000213822","CEACAM18",51478622,51490952,12330
"ENSG00000213853","EMP2",10528422,10580632,52210
"ENSG00000213886","UBD",29555515,29559925,4410
"ENSG00000213889","PPM1N",45488777,45502510,13733
"ENSG00000213892","CEACAM16",44699151,44710718,11567
"ENSG00000213901","SLC23A3",219161465,219170095,8630
"ENSG00000213908","CYP2A7P1",41024268,41027720,3452
"ENSG00000213920","MDP1",24213943,24216070,2127
"ENSG00000213921","LEUTX",39776595,39786167,9572
"ENSG00000213923","CSNK1E",38290691,38318084,27393
"ENSG00000213928","IRF9",24161053,24166565,5512
"ENSG00000213930","GALT",34638133,34651035,12902
"ENSG00000213937","CLDN9",3012923,3014505,1582
"ENSG00000213949","ITGA1",52787896,52959210,171314
"ENSG00000213967","ZNF726",23914876,23945159,30283
"ENSG00000213973","ZNF99",22752183,22784151,31968
"ENSG00000213983","AP1G2",23559565,23568070,8505
"ENSG00000213988","ZNF90",20077994,20127076,49082
"ENSG00000213995","CARKD",110615460,110639993,24533
"ENSG00000213996","TM6SF2",19264364,19273391,9027
"ENSG00000213999","MEF2B",19145567,19192131,46564
"ENSG00000214013","GANC",42273233,42356935,83702
"ENSG00000214021","TTLL3",9808086,9855138,47052
"ENSG00000214022","REPIN1",150368189,150374044,5855
"ENSG00000214026","MRPL23",1947278,1984522,37244
"ENSG00000214042","IFNA7",21201469,21202205,736
"ENSG00000214046","C19orf42",16630751,16660442,29691
"ENSG00000214049","UCA1",15828206,15836328,8122
"ENSG00000214050","FBXO16",28348287,28490278,141991
"ENSG00000214063","TSPAN4",842812,867116,24304
"ENSG00000214078","CPNE1",35626031,35664956,38925
"ENSG00000214081","CYP4F30P",130680050,130685863,5813
"ENSG00000214087","ARL16",81681174,81683924,2750
"ENSG00000214097","C3orf43",196506879,196515346,8467
"ENSG00000214102","WEE2",141708353,141731271,22918
"ENSG00000214107","MAGEB1",30243730,30252040,8310
"ENSG00000214113","LYRM4",5102593,5260939,158346
"ENSG00000214114","MYCBP",38862493,38873368,10875
"ENSG00000214135","LOC220729",197578213,197627906,49693
"ENSG00000214140","PRCD",76527586,76553578,25992
"ENSG00000214160","ALG3",184242301,184249548,7247
"ENSG00000214174","AMZ2P1",64966550,64975576,9026
"ENSG00000214176","PLEKHM1P",64779259,64837154,57895
"ENSG00000214193","SH3D21",36306387,36324886,18499
"ENSG00000214198","GNN",103843749,103930211,86462
"ENSG00000214212","C19orf38",10836575,10869790,33215
"ENSG00000214237","FAM188B2",150871045,150905439,34394
"ENSG00000214262","ANKRD36BP1",168245565,168247343,1778
"ENSG00000214300","SPDYE3",100307702,100322196,14494
"ENSG00000214309","MBLAC1",100126785,100128495,1710
"ENSG00000214336","FOXI3",88446787,88452656,5869
"ENSG00000214338","SOGA3",127472794,127519191,46397
"ENSG00000214360","EFCAB9",172194172,172203452,9280
"ENSG00000214367","HAUS3",2227464,2242164,14700
"ENSG00000214376","VSTM5",93818232,93850531,32299
"ENSG00000214381","LINC00488",109178143,109216965,38822
"ENSG00000214415","GNAT3",80458671,80512020,53349
"ENSG00000214425","LRRC37A4P",45506741,45551537,44796
"ENSG00000214435","AS3MT",102869470,102901899,32429
"ENSG00000214456","PLIN5",4522531,4535224,12693
"ENSG00000214491","SEC14L6",30522799,30546682,23883
"ENSG00000214510","SPINK13",148268180,148286255,18075
"ENSG00000214513","NOTO",73202258,73212513,10255
"ENSG00000214514","KRT42P",41626327,41640199,13872
"ENSG00000214517","PPME1",74171267,74254703,83436
"ENSG00000214518","KRTAP2-2",41054498,41055230,732
"ENSG00000214530","STARD10",72754729,72793681,38952
"ENSG00000214534","ZNF705E",71814045,71821548,7503
"ENSG00000214544","GTF2IRD2P1",73242751,73280119,37368
"ENSG00000214548","MEG3",100779410,100861031,81621
"ENSG00000214553","LRRC37A11P",39027277,39053205,25928
"ENSG00000214562","FAM22D",87357668,87370695,13027
"ENSG00000214575","CPEB1",82543201,82648861,105660
"ENSG00000214595","EML6",54723499,54972025,248526
"ENSG00000214617","SLC6A10P",32877469,32885501,8032
"ENSG00000214642","DEFB113",49968677,49969625,948
"ENSG00000214643","DEFB133",49946021,49950265,4244
"ENSG00000214646","ENSG00000214646",77941442,77944582,3140
"ENSG00000214655","KIAA0913",73785582,73801797,16215
"ENSG00000214681","IQCF5",51873721,51875601,1880
"ENSG00000214694","ARHGEF33",38889841,38975449,85608
"ENSG00000214700","C12orf71",27081058,27082514,1456
"ENSG00000214706","IFRD2",50287732,50292918,5186
"ENSG00000214711","CAPN14",31173056,31233858,60802
"ENSG00000214717","ZBED1",2486414,2500976,14562
"ENSG00000214719","LRRC37BP1",30576464,30672789,96325
"ENSG00000214736","TOMM6",41787662,41789898,2236
"ENSG00000214753","HNRNPUL2",62712630,62727472,14842
"ENSG00000214756","METTL12",62665309,62668496,3187
"ENSG00000214765","SEPT7P2",45723780,45768985,45205
"ENSG00000214783","POLR2J4",43940895,44019175,78280
"ENSG00000214814","FER1L6",123851987,124120061,268074
"ENSG00000214822","KRT16P3",20501513,20512357,10844
"ENSG00000214827","MTCP1",155061622,155147937,86315
"ENSG00000214832","UPF3AP2",20375369,20376840,1471
"ENSG00000214842","RAD51AP2",17510584,17518439,7855
"ENSG00000214855","APOC1P1",44926804,44931386,4582
"ENSG00000214856","KRT16P1",18432051,18442895,10844
"ENSG00000214860","EVPLL",18377778,18389647,11869
"ENSG00000214866","DCDC2C",3703592,3847411,143819
"ENSG00000214872","SMTNL1",57542641,57550274,7633
"ENSG00000214891","TRIM64C",49053714,49059112,5398
"ENSG00000214894","LINC00243",30798654,30830659,32005
"ENSG00000214900","C14orf182",49927571,50092643,165072
"ENSG00000214922","HLA-F-AS1",29726601,29749049,22448
"ENSG00000214929","FAM75D1",81988772,81995256,6484
"ENSG00000214941","ZSWIM7",15976560,15999717,23157
"ENSG00000214944","ARHGEF28",73626158,73941993,315835
"ENSG00000214946","TBC1D26",15732247,15749192,16945
"ENSG00000214954","LRRC69",91101832,91219236,117404
"ENSG00000214960","ISPD",16087525,16421538,334013
"ENSG00000214970","ENSG00000214970",10579040,10623036,43996
"ENSG00000215009","ACSM4",7304284,7328724,24440
"ENSG00000215018","COL28A1",7356203,7535853,179650
"ENSG00000215021","PHB2",6965327,6970825,5498
"ENSG00000215039","CD27-AS1",6439001,6451567,12566
"ENSG00000215041","NEURL4",7315628,7329393,13765
"ENSG00000215045","GRID2IP",6497462,6551436,53974
"ENSG00000215114","UBXN2B",58411359,58451501,40142
"ENSG00000215117","LINC00588",57279543,57286968,7425
"ENSG00000215131","C16orf90",3493484,3495480,1996
"ENSG00000215148","PRSS41",2798485,2805302,6817
"ENSG00000215182","MUC5AC",1157953,1201138,43185
"ENSG00000215183","MSMP",35752990,35756613,3623
"ENSG00000215186","GOLGA6B",72654738,72666394,11656
"ENSG00000215187","FAM166B",35561831,35563899,2068
"ENSG00000215193","PEX26",18077920,18131138,53218
"ENSG00000215203","GRXCR1",42893267,43030658,137391
"ENSG00000215217","C5orf49",7830378,7851151,20773
"ENSG00000215218","UBE2QL1",6448859,6496723,47864
"ENSG00000215251","FASTKD5",3146519,3159865,13346
"ENSG00000215252","GOLGA8B",34525207,34588503,63296
"ENSG00000215256","DHRS4-AS1",23938219,24052555,114336
"ENSG00000215262","KCNU1",36784324,36936125,151801
"ENSG00000215274","GAGE10",49303669,49319844,16175
"ENSG00000215301","DDX3X",41333284,41364472,31188
"ENSG00000215304","ULK4P1",32398956,32435233,36277
"ENSG00000215305","VPS16",2840703,2866732,26029
"ENSG00000215343","ZNF705D",12104389,12115516,11127
"ENSG00000215354","FAM90A24P",8019429,8024652,5223
"ENSG00000215356","ZNF705B",7926337,7952413,26076
"ENSG00000215372","ZNF705G",7355517,7385558,30041
"ENSG00000215375","MYL5",673580,682033,8453
"ENSG00000215386","LINC00478",15928296,16645467,717171
"ENSG00000215397","SCRT2",661596,675802,14206
"ENSG00000215421","ZNF407",74597870,75065671,467801
"ENSG00000215424","MCM3AP-AS1",46229196,46259390,30194
"ENSG00000215440","NPEPL1",58689131,58719238,30107
"ENSG00000215454","KRTAP10-4",44573724,44638284,64560
"ENSG00000215455","KRTAP10-1",44538981,44540195,1214
"ENSG00000215472","RPL17-C18ORF32",49481681,49492479,10798
"ENSG00000215474","SKOR2",47206322,47251603,45281
"ENSG00000215475","SIAH3",45777242,45851753,74511
"ENSG00000215478","CES5AP1",23359603,23387731,28128
"ENSG00000215529","EFCAB8",32858923,32961609,102686
"ENSG00000215547","DEFB115",31257664,31259632,1968
"ENSG00000215559","ANKRD20A11P",13909574,13980437,70863
"ENSG00000215568","GAB4",16961936,17008222,46286
"ENSG00000215644","GCGR",81804132,81814008,9876
"ENSG00000215695","RSC1A1",15659869,15661722,1853
"ENSG00000215704","CELA2B",15465909,15491400,25491
"ENSG00000215712","TMEM242",157289386,157323601,34215
"ENSG00000215717","TMEM167B",109089803,109096934,7131
"ENSG00000215784","FAM72D",145095974,145112696,16722
"ENSG00000215788","TNFRSF25",6460786,6466195,5409
"ENSG00000215790","SLC35E2",1724838,1745999,21161
"ENSG00000215837","SDHAP2",195658096,195685904,27808
"ENSG00000215845","TSTD1",161037631,161038977,1346
"ENSG00000215853","RPTN",152153595,152159228,5633
"ENSG00000215883","CYB5RL",54169651,54200036,30385
"ENSG00000215906","LACTBL1",22953043,22965338,12295
"ENSG00000215908","CROCCP2",16618253,16657232,38979
"ENSG00000215910","C1orf167",11761787,11789585,27798
"ENSG00000215912","TTC34",2635976,2801717,165741
"ENSG00000215938","MIR190B",154193665,154193743,78
"ENSG00000215957","MIR300",101041363,101041445,82
"ENSG00000215961","MIR297",110860582,110860647,65
"ENSG00000216060","MIR934",136550878,136550960,82
"ENSG00000216077","MIR887",15935182,15935260,78
"ENSG00000216098","MIR892B",145997198,145997274,76
"ENSG00000216135","MIR885",10394489,10394562,73
"ENSG00000216490","IFI30",18173162,18178117,4955
"ENSG00000216588","IGSF23",44613563,44636781,23218
"ENSG00000216937","CCDC7",32446140,32882874,436734
"ENSG00000217128","FNIP1",131641714,131797063,155349
"ENSG00000217261","POM121L4P",20689929,20698938,9009
"ENSG00000217325","PRELID1P1",126643488,126644390,902
"ENSG00000217442","SYCE3",50551112,50562919,11807
"ENSG00000217555","CKLF",66552563,66566251,13688
"ENSG00000217576","MRPS31P3",52167709,52291557,123848
"ENSG00000217930","PAM16",4331549,4355607,24058
"ENSG00000218109","KIRREL3-AS3",127002910,127006058,3148
"ENSG00000218336","ODZ3",182143987,182803024,659037
"ENSG00000218358","RAET1K",149998019,150005157,7138
"ENSG00000218823","PAPOLB",4857738,4862030,4292
"ENSG00000218891","ZNF579",55576774,55580848,4074
"ENSG00000219073","CELA3B",21977021,21998642,21621
"ENSG00000219200","RNASEK",7012417,7014532,2115
"ENSG00000219435","C11orf20",64300358,64304770,4412
"ENSG00000219438","FAM19A5",48489460,48850912,361452
"ENSG00000219481","NBPF1",16562319,16613562,51243
"ENSG00000219492","ENSG00000219492",9384017,9388983,4966
"ENSG00000219565","ZNF259P1",108782126,108787053,4927
"ENSG00000219626","FAM228B",24076526,24169640,93114
"ENSG00000219891","ZSCAN12P1",28091154,28093664,2510
"ENSG00000220201","ZGLP1",10304803,10309880,5077
"ENSG00000220205","VAMP2",8159149,8163546,4397
"ENSG00000220785","MTMR9LP",32231658,32241620,9962
"ENSG00000221028","MIR1231",201808611,201808702,91
"ENSG00000221052","MIR1266",52277117,52277200,83
"ENSG00000221055","MIR1302-3",113582959,113583096,137
"ENSG00000221063","MIR1296",63372957,63373048,91
"ENSG00000221091","MIR1302-5",50614636,50614785,149
"ENSG00000221176","MIR1207",128049152,128049238,86
"ENSG00000221187","MIR548M",95063141,95063226,85
"ENSG00000221264","MIR1284",71541970,71542089,119
"ENSG00000221269","MIR1302-8",97363554,97363681,127
"ENSG00000221275","MIR548I2",9556168,9556316,148
"ENSG00000221287","MIR1289-2",133427596,133427706,110
"ENSG00000221331","MIR548Q",12725254,12725353,99
"ENSG00000221466","MIR548AJ2",38023895,38023986,91
"ENSG00000221494","MIR548I4",84225752,84225828,76
"ENSG00000221500","SNORD100",132816802,132816877,75
"ENSG00000221525","MIR1185-1",101042977,101043062,85
"ENSG00000221563","MIR1269A",66276824,66276928,104
"ENSG00000221669","MIR548N",34940760,34940834,74
"ENSG00000221698","MIR548H3",13543529,13543646,117
"ENSG00000221716","SNORA11",54814370,54814497,127
"ENSG00000221737","MIR548I1",125790404,125790552,148
"ENSG00000221763","MIR1289-1",35453954,35454097,143
"ENSG00000221813","OR6B1",144000320,144008793,8473
"ENSG00000221818","EBF2",25841725,26045413,203688
"ENSG00000221819","C16orf3",90028908,90029901,993
"ENSG00000221823","PPP3R1",68178857,68256237,77380
"ENSG00000221826","PSG3",42721638,42740481,18843
"ENSG00000221829","FANCG",35073835,35080016,6181
"ENSG00000221836","OR2A5",144048948,144058845,9897
"ENSG00000221837","KRTAP10-9",44627123,44628293,1170
"ENSG00000221838","AP4M1",100101549,100110345,8796
"ENSG00000221840","OR4A5",54706832,54707902,1070
"ENSG00000221843","C2orf16",27537386,27582721,45335
"ENSG00000221845","C7orf65",47655244,47661648,6404
"ENSG00000221852","KRTAP1-5",41026026,41027208,1182
"ENSG00000221855","TAS2R41",143477873,143478796,923
"ENSG00000221858","OR2A12",144086278,144098953,12675
"ENSG00000221859","KRTAP10-10",44637356,44638455,1099
"ENSG00000221866","PLXNA4",132123332,132648688,525356
"ENSG00000221867","MAGEA3",152698767,152702347,3580
"ENSG00000221878","PSG7",42924132,42937178,13046
"ENSG00000221882","OR3A2",3276942,3386317,109375
"ENSG00000221883","C3orf71",48917782,48919385,1603
"ENSG00000221886","C5orf54",160393148,160400054,6906
"ENSG00000221887","HMSD",63949301,63981774,32473
"ENSG00000221888","OR1C1",247754846,247760556,5710
"ENSG00000221890","NPTXR",38818452,38844028,25576
"ENSG00000221900","POM121L12",53035642,53036924,1282
"ENSG00000221909","FAM200A",99546300,99558536,12236
"ENSG00000221910","OR2F2",143935166,143936279,1113
"ENSG00000221914","PPP2R2A",26291508,26372680,81172
"ENSG00000221916","C19orf73",49118402,49119143,741
"ENSG00000221923","ZNF880",52369917,52385795,15878
"ENSG00000221926","TRIM16",15627960,15684311,56351
"ENSG00000221930","FAM45B",130494965,130496588,1623
"ENSG00000221931","OR6X1",123753488,123754545,1057
"ENSG00000221937","TAS2R40",143222037,143223079,1042
"ENSG00000221938","OR2A14",144123176,144131188,8012
"ENSG00000221947","XKR9",70669365,70790371,121006
"ENSG00000221954","OR4C12",49981473,49982535,1062
"ENSG00000221955","SLC12A8",125082636,125212864,130228
"ENSG00000221957","KIR2DS4",54832676,54848569,15893
"ENSG00000221962","TMEM14E",152339695,152340990,1295
"ENSG00000221963","APOL6",35648446,35668404,19958
"ENSG00000221970","OR2A1",144312464,144322668,10204
"ENSG00000221977","OR4E2",21653835,21667642,13807
"ENSG00000221978","CCNL2",1385711,1399335,13624
"ENSG00000221983","UBA52",18571730,18577550,5820
"ENSG00000221986","MYBPHL",109292365,109307011,14646
"ENSG00000221988","PPT2",32153441,32163678,10237
"ENSG00000221989","OR2A2",144109514,144110564,1050
"ENSG00000221994","ZNF630",47983356,48071658,88302
"ENSG00000221995","TIAF1",29073521,29078857,5336
"ENSG00000221996","OR52B4",4367263,4368386,1123
"ENSG00000222004","C7orf71",26637871,26647305,9434
"ENSG00000222009","BTBD19",44808482,44815585,7103
"ENSG00000222011","FAM185A",102748971,102809225,60254
"ENSG00000222014","RAB6C",129979664,129982738,3074
"ENSG00000222028","PSMB11",23042167,23043331,1164
"ENSG00000222036","POTEG",18967434,18999012,31578
"ENSG00000222038","POTEJ",130611481,130658091,46610
"ENSG00000222041","LINC00152",87454781,87636740,181959
"ENSG00000222046","DCDC2B",32209094,32216196,7102
"ENSG00000222047","C10orf55",73909969,73922777,12808
"ENSG00000222328","RNU2-2",62841619,62841809,190
"ENSG00000222370","SNORA36B",220200546,220200676,130
"ENSG00000222607","ENSG00000222607",123262843,123262949,106
"ENSG00000223274","RNA5SP498",1300256,1300375,119
"ENSG00000223361","FTH1P10",17353695,17354624,929
"ENSG00000223396","RPS10P7",201518703,201584367,65664
"ENSG00000223403","MEG9",101064151,101072937,8786
"ENSG00000223443","USP17L2",12137168,12139077,1909
"ENSG00000223501","VPS52",33250272,33272047,21775
"ENSG00000223510","CDRT15",14235673,14236862,1189
"ENSG00000223518","CSNK1A1P1",36798596,36818459,19863
"ENSG00000223547","ZNF844",12064731,12081565,16834
"ENSG00000223553","SMPD4P1",20602595,20656914,54319
"ENSG00000223572","CKMT1A",43692886,43699222,6336
"ENSG00000223586","MGC34034",133821147,133872922,51775
"ENSG00000223638","RFPL4A",55759014,55763175,4161
"ENSG00000223648","IGHV3-64",106657725,106658258,533
"ENSG00000223705","NSUN5P1",75410322,75416787,6465
"ENSG00000223756","TSSC2",3380961,3408978,28017
"ENSG00000223760","CCDC74B-AS1",130129621,130139417,9796
"ENSG00000223797","ENTPD3-AS1",40313802,40453329,139527
"ENSG00000223802","CERS1",18868545,18896727,28182
"ENSG00000223865","HLA-DPB1",33075990,33089696,13706
"ENSG00000223953","C1QTNF5",119338942,119340940,1998
"ENSG00000223959","AFG3L1P",89972586,90002161,29575
"ENSG00000223972","DDX11L1",11869,14409,2540
"ENSG00000224041","IGKV3D-15",90114838,90115402,564
"ENSG00000224078","SNHG14",24978583,25420336,441753
"ENSG00000224236","MRRFP1",123116107,123117781,1674
"ENSG00000224287","MSL3P1",233865437,233868444,3007
"ENSG00000224309","ANKRD30BP2",13038160,13067033,28873
"ENSG00000224373","IGHV4-59",106627249,106627825,576
"ENSG00000224383","C17orf72",63998351,64004304,5953
"ENSG00000224389","C4B",32014795,32035418,20623
"ENSG00000224420","C19orf76",49688664,49690575,1911
"ENSG00000224470","ATXN1L",71845976,71885268,39292
"ENSG00000224531","C6orf228",11093834,11138733,44899
"ENSG00000224586","GPX5",28525925,28534952,9027
"ENSG00000224650","IGHV3-74",106810442,106811131,689
"ENSG00000224659","GAGE12J",49322057,49329384,7327
"ENSG00000224689","ZNF812",9689924,9700776,10852
"ENSG00000224729","PCOLCE-AS1",100589402,100604206,14804
"ENSG00000224821","COL4A2-AS2",110456396,110463287,6891
"ENSG00000224916","APOC4",44942238,44949565,7327
"ENSG00000224940","PRRT4",128350325,128361685,11360
"ENSG00000224982","TMEM233",119593774,119643075,49301
"ENSG00000225163","LINC00618",96931367,96945394,14027
"ENSG00000225177","FLJ46906",138692548,138697288,4740
"ENSG00000225180","AATK-AS1",81165507,81183164,17657
"ENSG00000225190","PLEKHM1",45435900,45490749,54849
"ENSG00000225465","RFPL1-AS1",29436534,29478868,42334
"ENSG00000225473","ATP13A4-AS1",193553213,193555088,1875
"ENSG00000225492","GBP1P1",89407679,89426243,18564
"ENSG00000225523","IGKV6D-21",90021567,90022185,618
"ENSG00000225526","MKRN2-AS1",12514934,12561059,46125
"ENSG00000225556","C2CD4D",151837819,151840557,2738
"ENSG00000225602","MTOR-AS1",11143898,11149537,5639
"ENSG00000225614","ZNF469",88382989,88440757,57768
"ENSG00000225663","FAM195B",81822361,81833302,10941
"ENSG00000225697","SLC26A6",48625723,48635493,9770
"ENSG00000225698","IGHV3-72",106790691,106791233,542
"ENSG00000225781","OR6V1",143052320,143053347,1027
"ENSG00000225830","ERCC6",49454470,49539538,85068
"ENSG00000225855","RUSC1-AS1",155316863,155324176,7313
"ENSG00000225899","FRG2B",133623895,133626795,2900
"ENSG00000225921","NOL7",13615335,13632739,17404
"ENSG00000225968","ELFN1",1688119,1747954,59835
"ENSG00000225980","OR7E19P",9265440,9268819,3379
"ENSG00000226017","PRICKLE2-AS3",64187544,64200965,13421
"ENSG00000226023","CT47A6",120958165,120961487,3322
"ENSG00000226025","ENSG00000226025",39679374,39686373,6999
"ENSG00000226137","BAIAP2-AS1",81029130,81034881,5751
"ENSG00000226167","AP4B1-AS1",113856635,113901237,44602
"ENSG00000226232","ENSG00000226232",69976388,69996188,19800
"ENSG00000226259","GTF2H2B",70415352,70448015,32663
"ENSG00000226287","TMEM191A",20701114,20704606,3492
"ENSG00000226288","OR52I2",4581743,4593340,11597
"ENSG00000226314","ZNF192P1",28161769,28169594,7825
"ENSG00000226372","DCAF8L1",27977993,27981449,3456
"ENSG00000226397","C12orf77",24993424,25006403,12979
"ENSG00000226435","ANKRD18DP",198053522,198080720,27198
"ENSG00000226510","UPK1A-AS1",35667948,35673291,5343
"ENSG00000226516","FAM138B",113577382,113578852,1470
"ENSG00000226650","KIF4B",155013755,155018132,4377
"ENSG00000226711","FAM66C",8180209,8216151,35942
"ENSG00000226761","TAS2R46",11061365,11062294,929
"ENSG00000226763","SRRM5",43596617,43614497,17880
"ENSG00000226784","PGAM4",77968874,77969638,764
"ENSG00000226807","FLJ43860",141433829,141507230,73401
"ENSG00000226887","ERVMER34-1",52722618,52751586,28968
"ENSG00000226979","LTA",31572054,31574324,2270
"ENSG00000227057","WDR46",33279108,33289247,10139
"ENSG00000227124","ZNF717",75678660,75785583,106923
"ENSG00000227189","FLJ35816",1151372,1153701,2329
"ENSG00000227268","KLLN",87859158,87863437,4279
"ENSG00000227345","PARG",49818279,49970203,151924
"ENSG00000227372","TP73-AS1",3735511,3747373,11862
"ENSG00000227471","AKR1B15",134549110,134579875,30765
"ENSG00000227487","LOC100288346",113265137,113274032,8895
"ENSG00000227802","DNAJB3",233742750,233744015,1265
"ENSG00000227825","SLC9A7P1",98453835,98457145,3310
"ENSG00000228016","RAPGEF4-AS1",172677141,172736206,59065
"ENSG00000228075","BOD1L2",57147087,57150410,3323
"ENSG00000228083","IFNA14",21239002,21239991,989
"ENSG00000228157","ENSG00000228157",19092974,19096837,3863
"ENSG00000228198","OR2M3",248197265,248212925,15660
"ENSG00000228224","NACAP1",101361794,101372707,10913
"ENSG00000228278","ORM2",114329869,114333256,3387
"ENSG00000228315","GUSBP11",23638487,23717356,78869
"ENSG00000228409","CCT6P1",65751142,65763354,12212
"ENSG00000228451","SDAD1P1",26375913,26382953,7040
"ENSG00000228474","OST4",27070472,27071654,1182
"ENSG00000228544","KIAA1984-AS1",136803927,136808848,4921
"ENSG00000228567","VN1R4",53266676,53267723,1047
"ENSG00000228570","FAM22E",79841358,79850878,9520
"ENSG00000228623","ZNF883",112957722,113012227,54505
"ENSG00000228672","C5orf65",139390592,139395713,5121
"ENSG00000228695","CES1P1",55760566,55793960,33394
"ENSG00000228696","ARL17B",46274784,46361797,87013
"ENSG00000228727","SAPCD1",31762996,31764851,1855
"ENSG00000228775","FLJ40852",141704003,141738346,34343
"ENSG00000228782","MRPL45P2",47450568,47492492,41924
"ENSG00000228903","RASA4CP",44026951,44041892,14941
"ENSG00000229027","HSFY1P1",16827474,16829335,1861
"ENSG00000229089","ANKRD20A8P",94791103,94857282,66179
"ENSG00000229117","RPL41",56116590,56117967,1377
"ENSG00000229205","LINC00200",1159768,1289426,129658
"ENSG00000229314","ORM1",114323056,114326475,3419
"ENSG00000229320","KRT8P12",160565447,160569248,3801
"ENSG00000229359","PIN1P1",69919322,69920317,995
"ENSG00000229373","LINC00452",113888306,113923512,35206
"ENSG00000229391","HLA-DRB6",32552713,32560022,7309
"ENSG00000229415","SFTA3",36473288,36513829,40541
"ENSG00000229453","SPINK8",48306842,48328341,21499
"ENSG00000229474","PATL2",44665732,44711316,45584
"ENSG00000229544","NKX1-2",124445243,124450035,4792
"ENSG00000229637","HOXB-AS5",48723185,48724758,1573
"ENSG00000229644","NAMPTL",36521721,36524234,2513
"ENSG00000229676","ZNF492",22634324,22667671,33347
"ENSG00000229715","EEF1DP3",31952580,31953361,781
"ENSG00000229754","CXCR2P1",218059155,218065729,6574
"ENSG00000229769","TRBV10-2",142424965,142425465,500
"ENSG00000229807","XIST",73820649,73852723,32074
"ENSG00000229809","ZNF688",30569346,30572734,3388
"ENSG00000229859","PGA3",61203307,61213098,9791
"ENSG00000229921","KIF25-AS1",167992822,167997110,4288
"ENSG00000229924","FAM90A26P",9170409,9176730,6321
"ENSG00000229972","IQCF3",51826883,51830856,3973
"ENSG00000229988","HBBP1",5241105,5243537,2432
"ENSG00000230006","ANKRD36BP2",88765807,88806612,40805
"ENSG00000230099","TRBV5-4",142462916,142463581,665
"ENSG00000230219","FAM92A1P2",183037665,183040119,2454
"ENSG00000230267","HERC2P4",32103245,32188107,84862
"ENSG00000230301","OR5H6",98263252,98265356,2104
"ENSG00000230368","FAM41C",868071,876903,8832
"ENSG00000230373","GOLGA6L5",84507885,84516814,8929
"ENSG00000230445","LRRC37A6P",27246350,27259455,13105
"ENSG00000230453","ANKRD18B",33524394,33573009,48615
"ENSG00000230510","PPP5D1",46480796,46601200,120404
"ENSG00000230513","THAP7-AS1",21001886,21010342,8456
"ENSG00000230524","COL6A4P1",15151833,15205959,54126
"ENSG00000230530","LIMD1-AS1",45676369,45689200,12831
"ENSG00000230583","GTF2IRD1P1",66809993,66844882,34889
"ENSG00000230630","DNM3OS",172138397,172144840,6443
"ENSG00000230657","PRB4",11307083,11310435,3352
"ENSG00000230797","YY2",21855987,21858727,2740
"ENSG00000230937","MIR205HG",209428817,209432838,4021
"ENSG00000230989","HSBP1",83807843,83819737,11894
"ENSG00000231023","LINC00326",132954257,133107410,153153
"ENSG00000231064","ENSG00000231064",155195004,155205495,10491
"ENSG00000231068","KRTAP21-3",30718525,30718777,252
"ENSG00000231177","GHRLOS2",10284419,10285746,1327
"ENSG00000231192","OR5H1",98130721,98138548,7827
"ENSG00000231475","IGHV4-31",106349283,106349792,509
"ENSG00000231500","RPS18",33272075,33276511,4436
"ENSG00000231607","DLEU2",49956670,50125720,169050
"ENSG00000231633","LINC00283",102742990,102745224,2234
"ENSG00000231738","TSPAN19",85014311,85036277,21966
"ENSG00000231824","C18orf42",5145285,5197503,52218
"ENSG00000231852","CYP21A2",32038327,32041644,3317
"ENSG00000231861","OR5K2",98497604,98498663,1059
"ENSG00000231887","PRH1",10824960,11171608,346648
"ENSG00000231889","TRAF3IP2-AS1",111483511,111598302,114791
"ENSG00000231924","PSG1",42866464,42879822,13358
"ENSG00000231955","GCSHP3",206115547,206122323,6776
"ENSG00000232040","SCAND3",28570535,28616212,45677
"ENSG00000232070","C14orf176",21098937,21103724,4787
"ENSG00000232119","MCTS1",120594010,120621159,27149
"ENSG00000232125","DYTN",206651621,206718396,66775
"ENSG00000232216","IGHV3-43",106470264,106470800,536
"ENSG00000232268","OR52I1",4593614,4596574,2960
"ENSG00000232284","GNG12-AS1",67832303,68202987,370684
"ENSG00000232382","OR5K1",98463201,98472924,9723
"ENSG00000232387","SKA2L",122761844,122762233,389
"ENSG00000232388","LINC00493",18567347,18569563,2216
"ENSG00000232423","PRAMEF6",12938472,12947580,9108
"ENSG00000232434","C9orf172",136844415,136848801,4386
"ENSG00000232560","C21orf37",17438821,17450104,11283
