Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
mitochondrion disassembly (GO:0061726)	1/39	0.195279222530085394549104194084065966308116912841796875	0.24755998185632177577275570001802407205104827880859375	0.251988868736663207403836395315011031925678253173828125	0.32295369349049585228073055986897088587284088134765625	-0.8760814180743232	1.4309255369340437	MAP1LC3B
negative regulation of blood vessel endothelial cell migration (GO:0043537)	1/32	0.1632527498067695426176015871533309109508991241455078125	0.2229507454683644918080887009637081064283847808837890625	0.2129554170589037231930973348426050506532192230224609375	0.293998395939630896567251738815684802830219268798828125	-0.7874211908547661	1.4271659995403347	CSNK2B
regulation of insulin secretion (GO:0050796)	2/99	0.104793345216864286495450642178184352815151214599609375	0.177196623052439772294519571005366742610931396484375	0.16541884102446025028854137417511083185672760009765625	0.258058729135725528625044944419641979038715362548828125	-0.6308772521180426	1.4231108302707085	IRS2;FOXA2
regulation of actin polymerization or depolymerization (GO:0008064)	1/29	0.149143421512562268649304542122990824282169342041015625	0.212264045598403228165551581696490757167339324951171875	0.195615399767033404376803673585527576506137847900390625	0.281834509616958051037016730333562009036540985107421875	-0.7471507291730317	1.4217134305448837	PFN2
phospholipid biosynthetic process (GO:0008654)	1/38	0.19077949928408433066806537681259214878082275390625	0.243275871570308888092171173411770723760128021240234375	0.246532347354510072978683865585480816662311553955078125	0.31756709150750450643130307071260176599025726318359375	-0.8563944548606575	1.418734716401684	MVD
phosphatidylcholine biosynthetic process (GO:0006656)	1/33	0.167904139263487406363850595880649052560329437255859375	0.2268571481604451933744570624185143969953060150146484375	0.21865274082625862916984260664321482181549072265625	0.298341262168683230004972983806510455906391143798828125	-0.7895014218850849	1.4087563851501408	CSNK2B
intrinsic apoptotic signaling pathway (GO:0097193)	2/102	0.11011712143921055517825635661210981197655200958251953125	0.18134083337895468002187726597185246646404266357421875	0.1731092832840904482960553423254168592393398284912109375	0.264182841959656133923317611333914101123809814453125	-0.6350352769081464	1.4010216477282984	BCL2;CYCS
positive regulation of leukocyte migration (GO:0002687)	1/35	0.177130183317049161306755422629066742956638336181640625	0.23371343632110652688282925737439654767513275146484375	0.2299251215954279670139470681533566676080226898193359375	0.306298146209509625226274920350988395512104034423828125	-0.8088023371580617	1.3999319583450511	CXCL13
androgen receptor signaling pathway (GO:0030521)	1/41	0.2042044139420497728121262070999364368617534637451171875	0.2550457758355921811244115815497934818267822265625	0.2627847641169196446497835495392791926860809326171875	0.33147485422221423245758842313080094754695892333984375	-0.8761695130116949	1.3919124658434654	RNF4
regulation of ion transmembrane transporter activity (GO:0032412)	1/43	0.2130314976971473817091151659042225219309329986572265625	0.263258436178588628440166985456016846001148223876953125	0.27342630720990757087207612130441702902317047119140625	0.340383281702751450126243071281351149082183837890625	-0.8991346667163347	1.3903456448727751	YWHAE
protein K63-linked ubiquitination (GO:0070534)	1/38	0.19077949928408433066806537681259214878082275390625	0.243275871570308888092171173411770723760128021240234375	0.246532347354510072978683865585480816662311553955078125	0.31756709150750450643130307071260176599025726318359375	-0.8345706075517345	1.3825805240819118	RNF4
positive regulation of phosphate metabolic process (GO:0045937)	1/29	0.149143421512562268649304542122990824282169342041015625	0.212264045598403228165551581696490757167339324951171875	0.195615399767033404376803673585527576506137847900390625	0.281834509616958051037016730333562009036540985107421875	-0.7261571131679085	1.3817657939237953	SDCBP
cellular response to peptide (GO:1901653)	1/42	0.208630152201653817911619626102037727832794189453125	0.258239276340809287280109174389508552849292755126953125	0.268124692354267779581533659438719041645526885986328125	0.33462182112147298429505326566868461668491363525390625	-0.8809709968289202	1.3806508758119298	IGF1
peptidyl-proline modification (GO:0018208)	1/41	0.2042044139420497728121262070999364368617534637451171875	0.2550457758355921811244115815497934818267822265625	0.2627847641169196446497835495392791926860809326171875	0.33147485422221423245758842313080094754695892333984375	-0.8648570428602893	1.3739410938778975	PIN1
DNA-templated transcription, elongation (GO:0006354)	2/109	0.12280543886953550203333662693694350309669971466064453125	0.1911107406369883243701934816272114403545856475830078125	0.1912686376530635945503178163562552072107791900634765625	0.2803551873024654472743577571236528456211090087890625	-0.6531047563723678	1.3696612351218171	CDK9;TAF10
cellular response to radiation (GO:0071478)	1/43	0.2130314976971473817091151659042225219309329986572265625	0.263258436178588628440166985456016846001148223876953125	0.27342630720990757087207612130441702902317047119140625	0.340383281702751450126243071281351149082183837890625	-0.8829689970929063	1.3653484234449014	GRB2
positive regulation of neuron death (GO:1901216)	1/39	0.195279222530085394549104194084065966308116912841796875	0.24755998185632177577275570001802407205104827880859375	0.251988868736663207403836395315011031925678253173828125	0.32295369349049585228073055986897088587284088134765625	-0.8307883444530054	1.356947234970471	FYN
positive regulation of cell development (GO:0010720)	1/35	0.177130183317049161306755422629066742956638336181640625	0.23371343632110652688282925737439654767513275146484375	0.2299251215954279670139470681533566676080226898193359375	0.306298146209509625226274920350988395512104034423828125	-0.7828383504947585	1.3549916644980768	IGF1
regulation of humoral immune response (GO:0002920)	2/114	0.13207643580012717876570604857988655567169189453125	0.1981798444384929303030418168418691493570804595947265625	0.2043917406881756715364417686942033469676971435546875	0.289809184557861032605075024548568762838840484619140625	-0.6659698110223975	1.3481722798239684	C1QBP;CXCL13
positive regulation of reactive oxygen species metabolic process (GO:2000379)	1/40	0.1997541489475997134039886304890387691557407379150390625	0.25176310646795319048152350660529918968677520751953125	0.25740624829225466907445252218167297542095184326171875	0.32768634623469605759993328319978900253772735595703125	-0.8366652532050028	1.3475898863372082	GRB2
regulation of G0 to G1 transition (GO:0070316)	1/40	0.1997541489475997134039886304890387691557407379150390625	0.25176310646795319048152350660529918968677520751953125	0.25740624829225466907445252218167297542095184326171875	0.32768634623469605759993328319978900253772735595703125	-0.8271565100588635	1.3322744587555924	RING1
regulation of smooth muscle cell proliferation (GO:0048660)	1/45	0.221761542477927064975773419064353220164775848388671875	0.27009418635132143027277606961433775722980499267578125	0.283915683925186013158992182070505805313587188720703125	0.34858791564320090738959834197885356843471527099609375	-0.8809123556948721	1.3267884414087547	IGF1
DNA metabolic process (GO:0006259)	4/315	0.0984459751681829586811289800607482902705669403076171875	0.174987846212619757579886936582624912261962890625	0.199334112181147660169955315723200328648090362548828125	0.286153554756504446832110488685430027544498443603515625	-0.5719671378087563	1.3259613053568222	PCNA;UBB;IGF1;RBPJ
negative regulation of cell projection organization (GO:0031345)	1/42	0.208630152201653817911619626102037727832794189453125	0.258239276340809287280109174389508552849292755126953125	0.268124692354267779581533659438719041645526885986328125	0.33462182112147298429505326566868461668491363525390625	-0.8441394388908401	1.3229287454492167	FYN
positive regulation of phagocytosis (GO:0050766)	1/40	0.1997541489475997134039886304890387691557407379150390625	0.25176310646795319048152350660529918968677520751953125	0.25740624829225466907445252218167297542095184326171875	0.32768634623469605759993328319978900253772735595703125	-0.8192298290906548	1.3195072079775056	FCER1G
interstrand cross-link repair (GO:0036297)	1/49	0.238934732537953886666315383990877307951450347900390625	0.28484768114328617993891157311736606061458587646484375	0.3044465289417017661577347098500467836856842041015625	0.365239719014511965422542516535031609237194061279296875	-0.919030592526654	1.3156518922995735	UBB
regulation of dendrite development (GO:0050773)	1/38	0.19077949928408433066806537681259214878082275390625	0.243275871570308888092171173411770723760128021240234375	0.246532347354510072978683865585480816662311553955078125	0.31756709150750450643130307071260176599025726318359375	-0.7931530224854478	1.3139666213767365	ARF6
regulation of proteasomal protein catabolic process (GO:0061136)	1/40	0.1997541489475997134039886304890387691557407379150390625	0.25176310646795319048152350660529918968677520751953125	0.25740624829225466907445252218167297542095184326171875	0.32768634623469605759993328319978900253772735595703125	-0.8132102394797441	1.3098116480764705	UBB
response to molecule of bacterial origin (GO:0002237)	2/99	0.104793345216864286495450642178184352815151214599609375	0.177196623052439772294519571005366742610931396484375	0.16541884102446025028854137417511083185672760009765625	0.258058729135725528625044944419641979038715362548828125	-0.5787053205777348	1.3054232126527225	TNFRSF14;CXCL13
inner mitochondrial membrane organization (GO:0007007)	1/37	0.186254843036470829620299127782345749437808990478515625	0.2399214927249454787361315766247571446001529693603515625	0.2410364040716204414582790604981710202991962432861328125	0.314485265398165736439040074401418678462505340576171875	-0.7720425962241952	1.2975252205005718	ATP5J2
positive regulation of cellular catabolic process (GO:0031331)	2/107	0.1191440084597753246153928330386406742036342620849609375	0.1889604595532794750756266921598580665886402130126953125	0.18605245911745005304993583195027895271778106689453125	0.277526729988738007914861327662947587668895721435546875	-0.6051383183197367	1.2873847907348739	IRS2;IGF1
positive regulation of exocytosis (GO:0045921)	1/35	0.177130183317049161306755422629066742956638336181640625	0.23371343632110652688282925737439654767513275146484375	0.2299251215954279670139470681533566676080226898193359375	0.306298146209509625226274920350988395512104034423828125	-0.7410842506121174	1.282720732365227	SDCBP
negative regulation of ERK1 and ERK2 cascade (GO:0070373)	1/41	0.2042044139420497728121262070999364368617534637451171875	0.2550457758355921811244115815497934818267822265625	0.2627847641169196446497835495392791926860809326171875	0.33147485422221423245758842313080094754695892333984375	-0.8052908180057783	1.2793121782548975	PIN1
positive regulation of receptor activity (GO:2000273)	1/38	0.19077949928408433066806537681259214878082275390625	0.243275871570308888092171173411770723760128021240234375	0.246532347354510072978683865585480816662311553955078125	0.31756709150750450643130307071260176599025726318359375	-0.7712568368638855	1.2776925907337655	CALM1
actin polymerization or depolymerization (GO:0008154)	1/37	0.186254843036470829620299127782345749437808990478515625	0.2399214927249454787361315766247571446001529693603515625	0.2410364040716204414582790604981710202991962432861328125	0.314485265398165736439040074401418678462505340576171875	-0.7585438852968428	1.2748387548079454	RAC1
negative regulation of multi-organism process (GO:0043901)	1/34	0.1725299038057993283867830314193270169198513031005859375	0.2308498712894498094971851287482422776520252227783203125	0.2243092122912474228879631255040294490754604339599609375	0.302797515703992992097681735685910098254680633544921875	-0.7242854770007131	1.2727033601671702	C1QBP
regulation of response to external stimulus (GO:0032101)	2/108	0.1209712382334373614867217838764190673828125	0.1893679527444127597135548057849518954753875732421875	0.1886579820475647040201039317253162153065204620361328125	0.27893870480363769370768523003789596259593963623046875	-0.6012880117353224	1.2700420188731307	CALM1;FOXA2
regulation of vascular smooth muscle cell proliferation (GO:1904705)	1/26	0.134798359217011609612058009588508866727352142333984375	0.1995068218206987875618096950347535312175750732421875	0.17789706814798600387206306550069712102413177490234375	0.26772628077716709160682739820913411676883697509765625	-0.6320316386844895	1.266575762757798	IGF1
semaphorin-plexin signaling pathway (GO:0071526)	1/30	0.153872532731062772182184517077985219657421112060546875	0.215961449447105657828416269694571383297443389892578125	0.201437041835170915771158206553081981837749481201171875	0.286153554756504446832110488685430027544498443603515625	-0.675578805535405	1.2644340521983162	RAC1
regulation of Wnt signaling pathway (GO:0030111)	2/110	0.1246464785991225621142319823775324039161205291748046875	0.1911107406369883243701934816272114403545856475830078125	0.1938842185578033561199617906822822988033294677734375	0.281834509616958051037016730333562009036540985107421875	-0.6061226736925979	1.2621133143562142	MDFI;PPP1CA
negative regulation of catabolic process (GO:0009895)	1/41	0.2042044139420497728121262070999364368617534637451171875	0.2550457758355921811244115815497934818267822265625	0.2627847641169196446497835495392791926860809326171875	0.33147485422221423245758842313080094754695892333984375	-0.7900479069844536	1.2550967752407076	PIN1
spliceosomal complex assembly (GO:0000245)	1/42	0.208630152201653817911619626102037727832794189453125	0.258239276340809287280109174389508552849292755126953125	0.268124692354267779581533659438719041645526885986328125	0.33462182112147298429505326566868461668491363525390625	-0.7944709923477975	1.2450887433757016	SMN1
positive regulation of RNA metabolic process (GO:0051254)	1/36	0.181705116940063582386954976755077950656414031982421875	0.2360613485033304648208485332361306063830852508544921875	0.2355007568377382731750202538023586384952068328857421875	0.30938733828294051608764902994153089821338653564453125	-0.7260050734025955	1.2381073754852	HSPA1A
regulation of T cell activation (GO:0050863)	1/45	0.221761542477927064975773419064353220164775848388671875	0.27009418635132143027277606961433775722980499267578125	0.283915683925186013158992182070505805313587188720703125	0.34858791564320090738959834197885356843471527099609375	-0.8213359551912166	1.2370572904514756	TNFSF11
macromolecular complex assembly (GO:0065003)	2/121	0.1453128166629686635058504862172412686049938201904296875	0.2099576818704490255296235545756644569337368011474609375	0.222923991667477727762758377139107324182987213134765625	0.302797515703992992097681735685910098254680633544921875	-0.6408140344989665	1.2360447264489323	SLC9A3R2;CSNK2B
anatomical structure homeostasis (GO:0060249)	1/36	0.181705116940063582386954976755077950656414031982421875	0.2360613485033304648208485332361306063830852508544921875	0.2355007568377382731750202538023586384952068328857421875	0.30938733828294051608764902994153089821338653564453125	-0.7224982260579087	1.2321269027292614	PCNA
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	3/205	0.10587160332303417742405571289054933004081249237060546875	0.1778174995038806216474114307857234962284564971923828125	0.190343313154515525464915981501690112054347991943359375	0.27953800579213872179451527699711732566356658935546875	-0.5476881015909139	1.2298490815709113	UBB;S100A4;IKBKG
negative regulation of cell-substrate adhesion (GO:0010812)	1/36	0.181705116940063582386954976755077950656414031982421875	0.2360613485033304648208485332361306063830852508544921875	0.2355007568377382731750202538023586384952068328857421875	0.30938733828294051608764902994153089821338653564453125	-0.7205866203399405	1.2288669074136038	WNT1
regulation of response to DNA damage stimulus (GO:2001020)	1/37	0.186254843036470829620299127782345749437808990478515625	0.2399214927249454787361315766247571446001529693603515625	0.2410364040716204414582790604981710202991962432861328125	0.314485265398165736439040074401418678462505340576171875	-0.7282077523359592	1.223854653928394	CDK9
embryonic limb morphogenesis (GO:0030326)	1/35	0.177130183317049161306755422629066742956638336181640625	0.23371343632110652688282925737439654767513275146484375	0.2299251215954279670139470681533566676080226898193359375	0.306298146209509625226274920350988395512104034423828125	-0.7065798186546152	1.2229980352578251	LEF1
regulation of interleukin-12 production (GO:0032655)	1/34	0.1725299038057993283867830314193270169198513031005859375	0.2308498712894498094971851287482422776520252227783203125	0.2243092122912474228879631255040294490754604339599609375	0.302797515703992992097681735685910098254680633544921875	-0.6932765398512286	1.2182149301785035	C1QBP
positive regulation of peptide secretion (GO:0002793)	1/36	0.181705116940063582386954976755077950656414031982421875	0.2360613485033304648208485332361306063830852508544921875	0.2355007568377382731750202538023586384952068328857421875	0.30938733828294051608764902994153089821338653564453125	-0.7101749871346333	1.2111112190105986	IGF1
regulation of protein polymerization (GO:0032271)	1/31	0.1585755947628343653921234590598032809793949127197265625	0.2201232000360805740601932711797417141497135162353515625	0.2072169488122791725093208015096024610102176666259765625	0.29083080535056726745324340299703180789947509765625	-0.6539561788308043	1.2042759072326028	PFN2
nuclear-transcribed mRNA catabolic process, exonucleolytic (GO:0000291)	1/36	0.181705116940063582386954976755077950656414031982421875	0.2360613485033304648208485332361306063830852508544921875	0.2355007568377382731750202538023586384952068328857421875	0.30938733828294051608764902994153089821338653564453125	-0.7057163120882772	1.2035075277114278	LSM2
regulation of cytokine production (GO:0001817)	2/109	0.12280543886953550203333662693694350309669971466064453125	0.1911107406369883243701934816272114403545856475830078125	0.1912686376530635945503178163562552072107791900634765625	0.2803551873024654472743577571236528456211090087890625	-0.568890223207367	1.193050392244694	UBB;CSK
negative regulation of JAK-STAT cascade (GO:0046426)	1/48	0.23467697110898466661410566302947700023651123046875	0.28131624296976076582410541959688998758792877197265625	0.29936914333728725789995905870455317199230194091796875	0.36143057813556522805953363786102272570133209228515625	-0.8228826882851497	1.1928057344733618	VHL
regulation of macroautophagy (GO:0016241)	2/117	0.13771443757175150235383398467092774808406829833984375	0.2034265744500119155180328789356281049549579620361328125	0.21231432846288023075231876646284945309162139892578125	0.293998395939630896567251738815684802830219268798828125	-0.6010616366817452	1.191648590690503	CAPNS1;IKBKG
regulation of cell motility (GO:2000145)	2/110	0.1246464785991225621142319823775324039161205291748046875	0.1911107406369883243701934816272114403545856475830078125	0.1938842185578033561199617906822822988033294677734375	0.281834509616958051037016730333562009036540985107421875	-0.5713805784581149	1.189770762481458	PIN1;RAC1
liver development (GO:0001889)	1/32	0.1632527498067695426176015871533309109508991241455078125	0.2229507454683644918080887009637081064283847808837890625	0.2129554170589037231930973348426050506532192230224609375	0.293998395939630896567251738815684802830219268798828125	-0.6559563213887155	1.1888917518885957	CEBPG
gene silencing by miRNA (GO:0035195)	1/32	0.1632527498067695426176015871533309109508991241455078125	0.2229507454683644918080887009637081064283847808837890625	0.2129554170589037231930973348426050506532192230224609375	0.293998395939630896567251738815684802830219268798828125	-0.6501569888361083	1.1783807187398383	SNIP1
cellular calcium ion homeostasis (GO:0006874)	2/124	0.151068204914473092070892334959353320300579071044921875	0.21480231194574284092624338882160373032093048095703125	0.23090957569198489185424705283367075026035308837890625	0.30734024085097810807809537436696700751781463623046875	-0.6201813153522955	1.1721574810441124	YWHAE;BCL2
regulation of phosphorylation (GO:0042325)	2/120	0.1434049002357524471573668733981321565806865692138671875	0.208820113770570137123883114327327348291873931884765625	0.220267173687081763144846036084345541894435882568359375	0.300274532739340127562854831921868026256561279296875	-0.6022541023847959	1.1696275620884289	SDCBP;DYNLL1
intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	1/49	0.238934732537953886666315383990877307951450347900390625	0.28484768114328617993891157311736606061458587646484375	0.3044465289417017661577347098500467836856842041015625	0.365239719014511965422542516535031609237194061279296875	-0.816931427180746	1.1694903159800616	BCL2
cellular response to interleukin-12 (GO:0071349)	1/47	0.2303956054971156575117419151865760795772075653076171875	0.277937555837790284396504603137145750224590301513671875	0.294255049491626785584941217166488058865070343017578125	0.357242552098460619536268723095417954027652740478515625	-0.7866852132076877	1.1548203988475796	CDC42
protein dephosphorylation (GO:0006470)	2/126	0.1549303442863091684333909370252513326704502105712890625	0.217245501213274849749979011903633363544940948486328125	0.236244189171599783261257243793806992471218109130859375	0.310095999603481609074862035413389094173908233642578125	-0.6188410663233326	1.1540022300164392	PPP1CC;PPP1CA
embryonic heart tube morphogenesis (GO:0003143)	1/41	0.2042044139420497728121262070999364368617534637451171875	0.2550457758355921811244115815497934818267822265625	0.2627847641169196446497835495392791926860809326171875	0.33147485422221423245758842313080094754695892333984375	-0.7251041227123652	1.151924887192873	ACVR1
neurogenesis (GO:0022008)	1/51	0.2473799580815581322656981910768081434071063995361328125	0.29216591785856127483356203811126761138439178466796875	0.314492217445173583012518747636931948363780975341796875	0.373459508216143654113494676494156010448932647705078125	-0.8143625842012936	1.1375259520718528	BTBD2
cellular macromolecular complex assembly (GO:0034622)	1/35	0.177130183317049161306755422629066742956638336181640625	0.23371343632110652688282925737439654767513275146484375	0.2299251215954279670139470681533566676080226898193359375	0.306298146209509625226274920350988395512104034423828125	-0.6564117312163654	1.1361635818107283	CSNK2B
regulation of interferon-beta production (GO:0032648)	1/35	0.177130183317049161306755422629066742956638336181640625	0.23371343632110652688282925737439654767513275146484375	0.2299251215954279670139470681533566676080226898193359375	0.306298146209509625226274920350988395512104034423828125	-0.6523799503747569	1.1291850920241588	RNF216
positive regulation of release of sequestered calcium ion into cytosol (GO:0051281)	1/32	0.1632527498067695426176015871533309109508991241455078125	0.2229507454683644918080887009637081064283847808837890625	0.2129554170589037231930973348426050506532192230224609375	0.293998395939630896567251738815684802830219268798828125	-0.6216220018097423	1.1266623198012131	CALM1
positive regulation of macroautophagy (GO:0016239)	1/45	0.221761542477927064975773419064353220164775848388671875	0.27009418635132143027277606961433775722980499267578125	0.283915683925186013158992182070505805313587188720703125	0.34858791564320090738959834197885356843471527099609375	-0.7467831152841192	1.1247693362373377	IKBKG
positive regulation of organelle assembly (GO:1902117)	1/48	0.23467697110898466661410566302947700023651123046875	0.28131624296976076582410541959688998758792877197265625	0.29936914333728725789995905870455317199230194091796875	0.36143057813556522805953363786102272570133209228515625	-0.7703777219727467	1.1166974072508273	SDCBP
regulation of cellular localization (GO:0060341)	1/41	0.2042044139420497728121262070999364368617534637451171875	0.2550457758355921811244115815497934818267822265625	0.2627847641169196446497835495392791926860809326171875	0.33147485422221423245758842313080094754695892333984375	-0.7008733870522653	1.1134311225491804	FOXA2
heart morphogenesis (GO:0003007)	1/51	0.2473799580815581322656981910768081434071063995361328125	0.29216591785856127483356203811126761138439178466796875	0.314492217445173583012518747636931948363780975341796875	0.373459508216143654113494676494156010448932647705078125	-0.7947905153307757	1.1101871023900645	ACVR1
regulation of phagocytosis (GO:0050764)	1/42	0.208630152201653817911619626102037727832794189453125	0.258239276340809287280109174389508552849292755126953125	0.268124692354267779581533659438719041645526885986328125	0.33462182112147298429505326566868461668491363525390625	-0.706996625706847	1.1079995981613384	FCER1G
regulation of microtubule polymerization (GO:0031113)	1/36	0.181705116940063582386954976755077950656414031982421875	0.2360613485033304648208485332361306063830852508544921875	0.2355007568377382731750202538023586384952068328857421875	0.30938733828294051608764902994153089821338653564453125	-0.6445768867540632	1.0992421772167758	RAC1
negative regulation of response to external stimulus (GO:0032102)	2/108	0.1209712382334373614867217838764190673828125	0.1893679527444127597135548057849518954753875732421875	0.1886579820475647040201039317253162153065204620361328125	0.27893870480363769370768523003789596259593963623046875	-0.5195880274911627	1.097475110991671	C1QBP;SAA1
MyD88-dependent toll-like receptor signaling pathway (GO:0002755)	1/30	0.153872532731062772182184517077985219657421112060546875	0.215961449447105657828416269694571383297443389892578125	0.201437041835170915771158206553081981837749481201171875	0.286153554756504446832110488685430027544498443603515625	-0.5831526157273023	1.0914463552031572	UBB
negative regulation of viral genome replication (GO:0045071)	1/51	0.2473799580815581322656981910768081434071063995361328125	0.29216591785856127483356203811126761138439178466796875	0.314492217445173583012518747636931948363780975341796875	0.373459508216143654113494676494156010448932647705078125	-0.7805964524918311	1.0903604119724615	PLSCR1
regulation of organelle assembly (GO:1902115)	1/48	0.23467697110898466661410566302947700023651123046875	0.28131624296976076582410541959688998758792877197265625	0.29936914333728725789995905870455317199230194091796875	0.36143057813556522805953363786102272570133209228515625	-0.749860562060264	1.0869568544999646	RNF4
positive regulation of epidermal growth factor receptor signaling pathway (GO:0045742)	1/30	0.153872532731062772182184517077985219657421112060546875	0.215961449447105657828416269694571383297443389892578125	0.201437041835170915771158206553081981837749481201171875	0.286153554756504446832110488685430027544498443603515625	-0.5774977392771059	1.0808625146711324	UBB
secondary alcohol biosynthetic process (GO:1902653)	1/37	0.186254843036470829620299127782345749437808990478515625	0.2399214927249454787361315766247571446001529693603515625	0.2410364040716204414582790604981710202991962432861328125	0.314485265398165736439040074401418678462505340576171875	-0.6426164202264187	1.08000648724496	MVD
ameboidal-type cell migration (GO:0001667)	1/41	0.2042044139420497728121262070999364368617534637451171875	0.2550457758355921811244115815497934818267822265625	0.2627847641169196446497835495392791926860809326171875	0.33147485422221423245758842313080094754695892333984375	-0.6798257007141559	1.0799940575108462	LEF1
protein N-linked glycosylation via asparagine (GO:0018279)	1/45	0.221761542477927064975773419064353220164775848388671875	0.27009418635132143027277606961433775722980499267578125	0.283915683925186013158992182070505805313587188720703125	0.34858791564320090738959834197885356843471527099609375	-0.7148645702597849	1.0766951364249555	UBE2G2
mismatch repair (GO:0006298)	1/33	0.167904139263487406363850595880649052560329437255859375	0.2268571481604451933744570624185143969953060150146484375	0.21865274082625862916984260664321482181549072265625	0.298341262168683230004972983806510455906391143798828125	-0.5938901518091796	1.0597150559163218	PCNA
transport of virus (GO:0046794)	1/55	0.26399278682365501236262161910417489707469940185546875	0.3077216533527267205982980158296413719654083251953125	0.33415445586143566192305343065527267754077911376953125	0.3919095469979800849813500462914817035198211669921875	-0.7783223490577101	1.0365957773761603	UBB
spliceosomal snRNP assembly (GO:0000387)	1/38	0.19077949928408433066806537681259214878082275390625	0.243275871570308888092171173411770723760128021240234375	0.246532347354510072978683865585480816662311553955078125	0.31756709150750450643130307071260176599025726318359375	-0.6197017965241551	1.0266209076381316	SMN1
negative regulation of protein catabolic process (GO:0042177)	1/40	0.1997541489475997134039886304890387691557407379150390625	0.25176310646795319048152350660529918968677520751953125	0.25740624829225466907445252218167297542095184326171875	0.32768634623469605759993328319978900253772735595703125	-0.6369829153204651	1.0259679497471885	PIN1
ventricular septum development (GO:0003281)	1/29	0.149143421512562268649304542122990824282169342041015625	0.212264045598403228165551581696490757167339324951171875	0.195615399767033404376803673585527576506137847900390625	0.281834509616958051037016730333562009036540985107421875	-0.5389545436850991	1.0255479694952454	ACVR1
polyol metabolic process (GO:0019751)	1/48	0.23467697110898466661410566302947700023651123046875	0.28131624296976076582410541959688998758792877197265625	0.29936914333728725789995905870455317199230194091796875	0.36143057813556522805953363786102272570133209228515625	-0.7069727045484245	1.0247889621531134	CALM1
cardiac ventricle morphogenesis (GO:0003208)	1/44	0.2174085836177470920649312802197528071701526641845703125	0.266931378916781592014473289964371360838413238525390625	0.27868988094867142013555394441937096416950225830078125	0.3446774768445732828325844820938073098659515380859375	-0.664086587027697	1.0133807396134198	RBPJ
peptidyl-lysine modification (GO:0018205)	2/116	0.135829112062087420387257452603080309927463531494140625	0.2008368193914133181809944517226540483534336090087890625	0.2096698557662595163719743140973150730133056640625	0.293998395939630896567251738815684802830219268798828125	-0.5075609327355544	1.0132731825266497	PCNA;SUMO2
protein kinase B signaling (GO:0043491)	1/36	0.181705116940063582386954976755077950656414031982421875	0.2360613485033304648208485332361306063830852508544921875	0.2355007568377382731750202538023586384952068328857421875	0.30938733828294051608764902994153089821338653564453125	-0.5935553492129878	1.0122315704697202	IGF1
DNA duplex unwinding (GO:0032508)	1/42	0.208630152201653817911619626102037727832794189453125	0.258239276340809287280109174389508552849292755126953125	0.268124692354267779581533659438719041645526885986328125	0.33462182112147298429505326566868461668491363525390625	-0.6446465603822746	1.010285062033404	UBB
protein peptidyl-prolyl isomerization (GO:0000413)	1/38	0.19077949928408433066806537681259214878082275390625	0.243275871570308888092171173411770723760128021240234375	0.246532347354510072978683865585480816662311553955078125	0.31756709150750450643130307071260176599025726318359375	-0.6083412255661041	1.0078005657678026	PIN1
protein polymerization (GO:0051258)	1/46	0.2260905060914228104085310633308836258947849273681640625	0.274267812656793841252778065609163604676723480224609375	0.2891039845841010258453707137960009276866912841796875	0.352962294431994838550536996990558691322803497314453125	-0.6631690618199491	0.9860129518418207	RAC1
regulation of cell cycle (GO:0051726)	3/216	0.1188144720529056563851355576844071038067340850830078125	0.1889604595532794750756266921598580665886402130126953125	0.210693850130887538885104959263117052614688873291015625	0.293998395939630896567251738815684802830219268798828125	-0.4627565481897881	0.9857603250582596	RBL2;SDCBP;GADD45G
regulation of blood vessel endothelial cell migration (GO:0043535)	1/51	0.2473799580815581322656981910768081434071063995361328125	0.29216591785856127483356203811126761138439178466796875	0.314492217445173583012518747636931948363780975341796875	0.373459508216143654113494676494156010448932647705078125	-0.7012526084419557	0.9795305635795671	CSNK2B
telomere maintenance (GO:0000723)	1/52	0.251567677988142779366143031438696198165416717529296875	0.29596197410369740055102738551795482635498046875	0.319461036800599895713048681500367820262908935546875	0.37788387232444498042838176843360997736454010009765625	-0.7085253661578852	0.9777956336266769	PCNA
regulation of calcium-mediated signaling (GO:0050848)	1/42	0.208630152201653817911619626102037727832794189453125	0.258239276340809287280109174389508552849292755126953125	0.268124692354267779581533659438719041645526885986328125	0.33462182112147298429505326566868461668491363525390625	-0.6220001285555224	0.9747937506869848	CALM1
negative regulation of cellular response to growth factor stimulus (GO:0090288)	1/56	0.26808889115118716972574475221335887908935546875	0.3117789705813347467255880474112927913665771484375	0.338982088930585623298696873462176881730556488037109375	0.396958994741517801063679371509351767599582672119140625	-0.7363454168353356	0.9693521085571487	WNT1
positive regulation of bone mineralization (GO:0030501)	1/32	0.1632527498067695426176015871533309109508991241455078125	0.2229507454683644918080887009637081064283847808837890625	0.2129554170589037231930973348426050506532192230224609375	0.293998395939630896567251738815684802830219268798828125	-0.5326201205092531	0.9653503556803353	ACVR1
